uga;code_cip_id;pharmacies_name;appellation_titulaire;owner_last_name;owner_first_name;commune;postal_code
51EPE;2136767;PHARMACY NUM9183;Mme;Manex;Achille;EPERNAY;51200
51EPE;2136772;PHARMACY NUM9184;Mme;Madline;Rabie;EPERNAY;51200
51EPE;2136788;PHARMACY NUM9185;Mme;Marcelino;Maveline;EPERNAY;51200
51EPE;2136793;PHARMACY NUM9186;Mme;Therry;Maguy;EPERNAY;51200
51EPE;2136835;PHARMACY NUM9187;Mme;Gonzalès;Cesarius;EPERNAY;51200
51EPE;2137954;PHARMACY NUM9188;Mme;Aglaé;Maja;EPERNAY;51200
51EPE;2136809;PHARMACY NUM9189;M;Célien;Clair;EPERNAY CEDEX;51201
51SEZ;2136971;PHARMACY NUM9190;M;Gui;Reynaldo;MONTMIRAIL;51210
51SEZ;2136987;PHARMACY NUM9191;Mme;Gwendeline;Gianna;MONTMIRAIL;51210
51BET;2136683;PHARMACY NUM9192;M;Marwa;Goliat;CORMICY;51220
51BET;2024697;PHARMACY NUM9193;Mme;Maraki;Mabella;COURCY;51220
51BET;2137603;PHARMACY NUM9194;Mme;Chi;Thadeus;ST THIERRY;51220
51SEZ;2136678;PHARMACY NUM9195;Mme;Rosario;Odilon;CONNANTRE;51230
51SEZ;2136882;PHARMACY NUM9196;M;Ladislav;Mathys;FERE CHAMPENOISE;51230
51SEZ;2014581;PHARMACY NUM9197;Mme;Gonzalve;Mahé;PLEURS;51230
51VIT;2024634;PHARMACY NUM9198;Mme;Mauraine;Mahé;POGNY;51240
51VIT;2282270;PHARMACY NUM9199;M;Mathelin;Monya;SERMAIZE LES BAINS;51250
51SEZ;2136437;PHARMACY NUM9200;M;Melantha;Gretchen;ANGLURE;51260
51SEZ;2136856;PHARMACY NUM9201;Mme;Rafik;Gaétanne;ETOGES;51270
51SEZ;2137027;PHARMACY NUM9202;Mme;Maïwen;Gonzague;ORBAIS L ABBAYE;51270
10ROM;2137598;PHARMACY NUM9203;M;Mélik;Gabriela;ST REMY EN BOUZEMONT ST GENEST;51290
51VIT;2024587;PHARMACY NUM9204;M;Brivael;Marvin;FRIGNICOURT;51300
51VIT;2136966;PHARMACY NUM9205;Mme;Magella;Absalon;LOISY SUR MARNE;51300
51VIT;2137692;PHARMACY NUM9206;M;Manelle;Romello;THIEBLEMONT FAREMONT;51300
51VIT;2024718;PHARMACY NUM9207;M;Migaëlla;Geremia;VITRY LE FRANCOIS;51300
51VIT;2264602;PHARMACY NUM9208;M;Connor;Maiora;VITRY LE FRANCOIS;51300
51VIT;2137802;PHARMACY NUM9209;Mme;Camilo;Rainui;VITRY LE FRANCOIS;51300
51VIT;2137818;PHARMACY NUM9210;Mme;Mikayil;Boris;VITRY LE FRANCOIS;51300
51VIT;2137839;PHARMACY NUM9211;M;Mayer;Maisy;VITRY LE FRANCOIS;51300
51VIT;2286914;PHARMACY NUM9212;M;Gaby;Time;VITRY LE FRANCOIS;51300
51SEZ;2136840;PHARMACY NUM9213;M;Galvina;Tatien;ESTERNAY;51310
51VIT;2282967;PHARMACY NUM9214;M;Rahim;Blandine;GIVRY EN ARGONNE;51330
51VIT;2242369;PHARMACY NUM9215;M;Marietou;Reno;PARGNY SUR SAULX;51340
51VIT;2137980;PHARMACY NUM9216;M;Béthanie;Blez;VANAULT LES DAMES;51340
51TIN;2136699;PHARMACY NUM9217;M;Odilon;Timothy;CORMONTREUIL;51350
51TIN;2024681;PHARMACY NUM9218;M;Rosario;Melvine;CORMONTREUIL;51350
51EPE;2002192;PHARMACY NUM9219;Mme;Chiheb;Mérane;VERZENAY;51360
51REI;2137509;PHARMACY NUM9220;M;Rudolfo;Adelmard;ST BRICE COURCELLES;51370
51EPE;2137776;PHARMACY NUM9221;Mme;Roman;Maheva;VERZY;51380
51EPE;2137032;PHARMACY NUM9222;M;Maxyme;Magui;PARGNY LES REIMS;51390
51BET;2136924;PHARMACY NUM9223;Mme;Adrial;Ramon;GUEUX;51390
51CHA;2136992;PHARMACY NUM9224;Mme;Mattilda;Maleïwa;MOURMELON LE GRAND;51400
51CHA;2137006;PHARMACY NUM9225;M;Marylaure;Manny;MOURMELON LE GRAND;51400
51BET;2284173;PHARMACY NUM9226;M;Ageda;Cémil;CERNAY LES REIMS;51420
51BET;2263368;PHARMACY NUM9227;M;Bonaventure;Béatrice;WITRY LES REIMS;51420
51TIN;2137708;PHARMACY NUM9228;Mme;Maïana;Christopher;TINQUEUX;51430
51TIN;2024702;PHARMACY NUM9229;Mme;Maaike;Rabah;TINQUEUX;51430
51TIN;2005100;PHARMACY NUM9230;M;Réjan;Gill;TINQUEUX;51430
51EPE;2006623;PHARMACY NUM9231;Mme;Marino;Maryvonne;BEZANNES;51430
51TIN;2137729;PHARMACY NUM9232;M;Benat;Maunoir;TINQUEUX CEDEX;51434
51BET;2277428;PHARMACY NUM9233;Mme;Candidus;Mariem;BETHENY;51450
51BET;2136510;PHARMACY NUM9234;Mme;Bissan;Marica;BETHENY;51450
51BET;2136526;PHARMACY NUM9235;Mme;Aderia;Guillaume;BETHENY;51450
51CHA;2006785;PHARMACY NUM9236;M;Charles-Antoine;Merwane;COURTISOLS;51460
51CHA;2272566;PHARMACY NUM9237;Mme;Tobia;Rodolphe;ST MEMMIE;51470
51CHA;2006317;PHARMACY NUM9238;Mme;Guillaume;Gwladys;ST MEMMIE;51470
51EPE;2136725;PHARMACY NUM9239;Mme;Marnie;Raymond;DAMERY;51480
51BET;2136505;PHARMACY NUM9240;Mme;Mansour;Majorie;BETHENIVILLE;51490
51BET;2273313;PHARMACY NUM9241;Mme;Turio;Farah;PONTFAVERGER MORONVILLIERS;51490
51TIN;2001877;PHARMACY NUM9242;M;Meïbye;Blanko;TAISSY;51500
51EPE;2137493;PHARMACY NUM9243;M;Guiseppe;Brendana;RILLY LA MONTAGNE;51500
51EPE;2137650;PHARMACY NUM9244;Mme;Bram;Goliath;SILLERY;51500
51CHA;2136861;PHARMACY NUM9245;Mme;Mitsuko;Magnus;FAGNIERES;51510
51CHA;2136877;PHARMACY NUM9246;M;Gigi;Galvina;FAGNIERES;51510
51CHA;2024655;PHARMACY NUM9247;Mme;Mohammud;Raimund;SARRY;51520
51CHA;2137535;PHARMACY NUM9248;Mme;Marguerite;Melanio;ST MARTIN SUR LE PRE;51520
51EPE;2003585;PHARMACY NUM9249;Mme;Morgan;Flavien;DIZY;51530
51EPE;2137886;PHARMACY NUM9250;M;Rami;Mado;MAGENTA;51530
51EPE;2024613;PHARMACY NUM9251;Mme;Mariana;Matisse;PIERRY;51530
51EPE;2136421;PHARMACY NUM9252;M;Chad;Brittanica;ST MARTIN D ABLOIS;51530
51CHA;2137666;PHARMACY NUM9253;Mme;Gabriele;Modeste;SUIPPES;51600
51SEZ;2024676;PHARMACY NUM9254;Mme;Glenn;Milda;DORMANS;51700
51SEZ;2136746;PHARMACY NUM9255;Mme;Timo;Gouke;DORMANS;51700
51EPE;2136662;PHARMACY NUM9256;M;Bastian;Benedite;CHATILLON SUR MARNE;51700
51EPE;2137891;PHARMACY NUM9257;M;Maëlis;Monica;PORT A BINSON;51700
51CHA;2282443;PHARMACY NUM9258;Mme;Bruneau;Gouke;STE MENEHOULD;51800
51CHA;2137561;PHARMACY NUM9259;Mme;Timothy;Marceline;STE MENEHOULD;51800
51CHA;2137582;PHARMACY NUM9260;M;Théo;Carles;STE MENEHOULD;51800
51CHA;2024608;PHARMACY NUM9261;M;Marélie;Gulian;STE MENEHOULD;51800
52CHA;2285439;PHARMACY NUM9262;M;Théophile;Graziella;CHAUMONT;52000
52CHA;2288272;PHARMACY NUM9263;M;Thomas;Milane;CHAUMONT;52000
52CHA;2138151;PHARMACY NUM9264;M;Manolo;Timotei;CHAUMONT;52000
52CHA;2138188;PHARMACY NUM9265;Mme;Mérédith;Makana;CHAUMONT;52000
52CHA;2138193;PHARMACY NUM9266;M;Georges;Bonaventure;CHAUMONT;52000
52CHA;2138209;PHARMACY NUM9267;Mme;Margie;Marty;CHAUMONT;52000
52CHA;2138214;PHARMACY NUM9268;Mme;Malvina;Micheline;CHAUMONT;52000
52CHA;2254971;PHARMACY NUM9269;M;Maïli;Marek;CHAUMONT;52000
52CHA;2013130;PHARMACY NUM9270;Mme;Richard;Manoli;CHAUMONT;52000
52SDI;2276597;PHARMACY NUM9271;Mme;Marieta;Meryll;BETTANCOURT LA FERREE;52100
52SDI;2138476;PHARMACY NUM9272;M;Odil;Madisson;ST DIZIER;52100
52SDI;2138497;PHARMACY NUM9273;Mme;Mattie;Charles-Henri;ST DIZIER;52100
52SDI;2138502;PHARMACY NUM9274;Mme;Gusto;Melvyn;ST DIZIER;52100
52SDI;2138544;PHARMACY NUM9275;Mme;Cécil;Tibo;ST DIZIER;52100
52SDI;2138633;PHARMACY NUM9276;Mme;Afaf;Bessie;ST DIZIER;52100
52SDI;2138649;PHARMACY NUM9277;Mme;Brita;Marianeta;ST DIZIER;52100
52SDI;2288707;PHARMACY NUM9278;M;Bidane;Tito;ST DIZIER;52100
51VIT;2138591;PHARMACY NUM9279;M;Ross;Mady;VILLIERS EN LIEU;52100
52SDI;2257899;PHARMACY NUM9280;M;Rémi;Bernadeta;ST DIZIER CEDEX;52101
52SDI;2138518;PHARMACY NUM9281;M;Thaddée;Mairu;ST DIZIER CEDEX;52106
52SDI;2138628;PHARMACY NUM9282;Mme;Mona;Makario;DOULEVANT LE CHATEAU;52110
52CHA;2138125;PHARMACY NUM9283;Mme;Majdouline;Mariame;CHATEAUVILLAIN;52120
52SDI;2138607;PHARMACY NUM9284;M;Matthias;Brigitte;WASSY;52130
52SDI;2138612;PHARMACY NUM9285;M;Guiorgi;Bonifacio;WASSY;52130
70ARC;2025135;PHARMACY NUM9286;M;Adom;Guilene;MONTIGNY LE ROI;52140
52SDI;2138078;PHARMACY NUM9287;Mme;Maei;Maximo;BOURMONT;52150
52SDI;2138434;PHARMACY NUM9288;M;Tim;Michelle;RACHECOURT SUR MARNE;52170
52CHA;2138429;PHARMACY NUM9289;M;Madyson;Milda;PRAUTHOY;52190
52CHA;2287546;PHARMACY NUM9290;Mme;Chi;Rigobert;LANGRES;52200
52CHA;2288120;PHARMACY NUM9291;Mme;Germene;Ramsès;LANGRES;52200
52CHA;2138350;PHARMACY NUM9292;M;Maximino;Millan;LANGRES;52200
52CHA;2138366;PHARMACY NUM9293;M;Gaby;Miles;LANGRES;52200
52CHA;2025140;PHARMACY NUM9294;Mme;Cristof;Godefroy;LANGRES;52200
52CHA;2138015;PHARMACY NUM9295;Mme;Farès;Gustav;ARC EN BARROIS;52210
52SDI;2138392;PHARMACY NUM9296;M;Malha;Thybalt;MONTIER EN DER;52220
52SDI;2138654;PHARMACY NUM9297;Mme;Glawdys;Mado;POISSONS;52230
52SDI;2138083;PHARMACY NUM9298;Mme;Bertilie;Gustave;BREUVANNES EN BASSIGNY;52240
52CHA;2138387;PHARMACY NUM9299;Mme;Tam;Tommy;LONGEAU PERCEY;52250
52CHA;2138455;PHARMACY NUM9300;Mme;Bartoloméo;Mattie;ROLAMPONT;52260
52SDI;2000696;PHARMACY NUM9301;Mme;Marinus;Rolf;DOULAINCOURT SAUCOURT;52270
52SDI;2138261;PHARMACY NUM9302;Mme;Marciano;Rinaldo;ECLARON BRAUCOURT STE LIVIERE;52290
52SDI;2247629;PHARMACY NUM9303;Mme;Adelise;Mélina;JOINVILLE;52300
52SDI;2138319;PHARMACY NUM9304;M;Agata;Birkita;JOINVILLE;52300
52SDI;2138324;PHARMACY NUM9305;Mme;Octavien;Charles-Antoine;JOINVILLE;52300
52SDI;2280095;PHARMACY NUM9306;Mme;Gilberto;Gontrana;JOINVILLE;52300
52SDI;2138036;PHARMACY NUM9307;M;Mikaela;Martiniano;BOLOGNE;52310
52SDI;2003730;PHARMACY NUM9308;Mme;Rayane;Georgius;FRONCLES;52320
10BAR;2138675;PHARMACY NUM9309;M;Fausto;Mendel;COLOMBEY LES DEUX EGLISES;52330
52CHA;2005788;PHARMACY NUM9310;M;Maeko;Maëliss;BIESLES;52340
70ARC;2138408;PHARMACY NUM9311;M;Gian;Octavien;NEUILLY L EVEQUE;52360
70ARC;2138057;PHARMACY NUM9312;Mme;Meg;Mélis;BOURBONNE LES BAINS;52400
70ARC;2013023;PHARMACY NUM9313;M;Bathilde;Adelardo;BOURBONNE LES BAINS;52400
52SDI;2138277;PHARMACY NUM9314;M;Marron;Gillian;EURVILLE BIENVILLE;52410
70ARC;2138282;PHARMACY NUM9315;Mme;Gunther;Thiébaud;FAYL BILLOT;52500
70ARC;2025109;PHARMACY NUM9316;Mme;Marcelline;Mauranne;FAYL BILLOT;52500
70ARC;2002353;PHARMACY NUM9317;Mme;Adil;Makar;CHALINDREY;52600
52SDI;2137996;PHARMACY NUM9318;Mme;Federico;Montgomery;ANDELOT BLANCHEVILLE;52700
52SDI;2138460;PHARMACY NUM9319;M;Gurvan;Mehdi;ST BLIN;52700
52CHA;2138298;PHARMACY NUM9320;M;Guilhaume;Ciprian;FOULAIN;52800
52CHA;2025114;PHARMACY NUM9321;Mme;Beniamin;Rudolfo;NOGENT;52800
53LAV;2025334;PHARMACY NUM9322;M;Gaylor;Adom;LAVAL;53000
53LAV;2025355;PHARMACY NUM9323;M;Calvin;Théophil;LAVAL;53000
53LAV;2005797;PHARMACY NUM9324;M;Christian;Aglaïane;LAVAL;53000
53LAV;2006382;PHARMACY NUM9325;Mme;Rinaldo;Gérôme;LAVAL;53000
53LAV;2005008;PHARMACY NUM9326;M;Gawen;Maysoon;LAVAL;53000
53LAV;2139108;PHARMACY NUM9327;M;Maïus;Mick;LAVAL;53000
53LAV;2139113;PHARMACY NUM9328;Mme;Moa;Boécia;LAVAL;53000
53LAV;2139129;PHARMACY NUM9329;M;Modestie;Raynier;LAVAL;53000
53LAV;2139155;PHARMACY NUM9330;M;Melaine;Gwendolen;LAVAL;53000
53LAV;2139176;PHARMACY NUM9331;M;Majid;Rachel;LAVAL;53000
53LAV;2139181;PHARMACY NUM9332;Mme;Magar;Marisa;LAVAL;53000
53LAV;2139197;PHARMACY NUM9333;M;Ferdie;Graig;LAVAL;53000
53LAV;2139218;PHARMACY NUM9334;M;Meliton;Mauryne;LAVAL;53000
53LAV;2139223;PHARMACY NUM9335;M;Galla;Manuella;LAVAL;53000
53LAV;2267865;PHARMACY NUM9336;Mme;Mayliss;Téodor;LAVAL;53000
53LAV;2256958;PHARMACY NUM9337;M;Mélinda;Gabriele;LAVAL;53000
53LAV;2253386;PHARMACY NUM9338;Mme;Gwenn;Marianka;LAVAL;53000
53MAY;2139312;PHARMACY NUM9339;Mme;Marylin;Camilo;MAYENNE;53100
53MAY;2004994;PHARMACY NUM9340;Mme;Maude;Tom;MAYENNE;53100
53MAY;2004802;PHARMACY NUM9341;M;Cicéron;Marion;MAYENNE;53100
53MAY;2025292;PHARMACY NUM9342;M;Margaud;Adil;MAYENNE;53100
53EVR;2139087;PHARMACY NUM9343;Mme;Reinhold;Mariel;LASSAY LES CHATEAUX;53110
53EVR;2139092;PHARMACY NUM9344;Mme;Thiess;Gontrania;LASSAY LES CHATEAUX;53110
61FLE;2139024;PHARMACY NUM9345;M;Gena;Bruna;GORRON;53120
53EVR;2006900;PHARMACY NUM9346;M;Gracieuse;Maurizio;PRE EN PAIL;53140
53EVR;2139380;PHARMACY NUM9347;M;Rached;Meriem;MONTSURS;53150
53EVR;2138738;PHARMACY NUM9348;M;Tebaud;Marilyn;BAIS;53160
72ALL;2002942;PHARMACY NUM9349;Mme;Maggy;Minnie;MESLAY DU MAINE;53170
35FOU;2139003;PHARMACY NUM9350;M;Maudez;Ricardo;FOUGEROLLES DU PLESSIS;53190
35FOU;2025250;PHARMACY NUM9351;Mme;Merrane;Celin;LANDIVY;53190
72ALL;2025245;PHARMACY NUM9352;Mme;Raffi;Marlyse;AZE;53200
53LAV;2138743;PHARMACY NUM9353;M;Achille;Rayane;BAZOUGES;53200
53LAV;2025287;PHARMACY NUM9354;Mme;Clémentin;Mouad;CHATEAU GONTIER;53200
53LAV;2138811;PHARMACY NUM9355;Mme;Raoul;Tudy;CHATEAU GONTIER;53200
53LAV;2138827;PHARMACY NUM9356;M;Rénier;Raffaël;CHATEAU GONTIER;53200
53LAV;2138832;PHARMACY NUM9357;Mme;Guerino;Grethel;CHATEAU GONTIER;53200
53LAV;2269752;PHARMACY NUM9358;M;Greten;Mazal;CHATEAU GONTIER;53200
53LAV;2287499;PHARMACY NUM9359;M;Gottlieb;Gratien;CHEMAZE;53200
53LAV;2138717;PHARMACY NUM9360;M;Galliane;Gersende;ARGENTRE;53210
53MAY;2139354;PHARMACY NUM9361;Mme;Maïté;Mekki;MONTAUDIN;53220
53LAV;2013456;PHARMACY NUM9362;M;Maden;Gwendal;COSSE LE VIVIEN;53230
53MAY;2001434;PHARMACY NUM9363;Mme;Brithany;Beverley;ANDOUILLE;53240
53MAY;2254484;PHARMACY NUM9364;Mme;Girard;Ronny;LA BACONNIERE;53240
53EVR;2139066;PHARMACY NUM9365;Mme;Fabricio;Blanchette;JAVRON LES CHAPELLES;53250
53LAV;2138937;PHARMACY NUM9366;Mme;Aënaelle;Maryvonne;ENTRAMMES;53260
53EVR;2139548;PHARMACY NUM9367;Mme;Rodolf;Roger;STE SUZANNE;53270
72ALL;2139045;PHARMACY NUM9368;M;Gwenola;Chihab;GREZ EN BOUERE;53290
49SEG;2139511;PHARMACY NUM9369;Mme;Bianka;Miky;ST DENIS D ANJOU;53290
53MAY;2139401;PHARMACY NUM9370;Mme;Faël;Grégory;OISSEAU;53300
53EVR;2138696;PHARMACY NUM9371;M;Mame;Ladislas;AMBRIERES LES VALLEES;53300
53MAY;2276639;PHARMACY NUM9372;Mme;Gaïa;Adara;LOIRON;53320
53LAV;2025266;PHARMACY NUM9373;M;Charles-Antoine;Chafik;BALLOTS;53350
53LAV;2139637;PHARMACY NUM9374;Mme;Marget;Radoine;QUELAINES ST GAULT;53360
53EVR;2139527;PHARMACY NUM9375;Mme;Ogier;Brine;ST PIERRE DES NIDS;53370
53MAY;2139071;PHARMACY NUM9376;Mme;Gwaldys;Blanchette;JUVIGNE;53380
44CHA;2004449;PHARMACY NUM9377;Mme;Maëlie;Rudy;ST AIGNAN SUR ROE;53390
53LAV;2138874;PHARMACY NUM9378;M;Rodrig;Bobbie;CRAON;53400
53LAV;2138900;PHARMACY NUM9379;M;Brunhilde;Morjan;CRAON;53400
53MAY;2138764;PHARMACY NUM9380;Mme;Blandine;Obispo;LE BOURGNEUF LA FORET;53410
53MAY;2139422;PHARMACY NUM9381;M;Martinus;Ganix;PORT BRILLET;53410
53MAY;2275504;PHARMACY NUM9382;Mme;Meïbye;Adiran;ST PIERRE LA COUR;53410
53EVR;2138722;PHARMACY NUM9383;Mme;Mahaut;Minna;ARON;53440
53EVR;2025271;PHARMACY NUM9384;Mme;Georgie;Matilina;MARTIGNE SUR MAYENNE;53470
72ALL;2139553;PHARMACY NUM9385;Mme;Mieko;Rogel;VAIGES;53480
53MAY;2138942;PHARMACY NUM9386;M;Mohamadou;Grégoire;ERNEE;53500
53MAY;2005105;PHARMACY NUM9387;Mme;Maïli;Renat;ERNEE;53500
53MAY;2139375;PHARMACY NUM9388;Mme;Blanco;Marinetta;MONTENAY;53500
53MAY;2025219;PHARMACY NUM9389;Mme;Filomène;Tymoté;ST DENIS DE GASTINES;53500
35BRU;2138916;PHARMACY NUM9390;M;Bram;Adamo;CUILLE;53540
53EVR;2138963;PHARMACY NUM9391;Mme;Agenor;Ceylan;EVRON;53600
53EVR;2138979;PHARMACY NUM9392;M;Bihar;Corwin;EVRON;53600
53EVR;2138984;PHARMACY NUM9393;Mme;Carlus;Moana;EVRON;53600
53EVR;2139621;PHARMACY NUM9394;Mme;Brieuc;Madih;EVRON;53600
53EVR;2139574;PHARMACY NUM9395;Mme;Mana;Berta;VILLAINES LA JUHEL;53700
44CHA;2139464;PHARMACY NUM9396;Mme;Mariline;Tran;RENAZE;53800
53LAV;2138785;PHARMACY NUM9397;Mme;Thony;Ted;CHANGE;53810
53LAV;2138790;PHARMACY NUM9398;M;Mattia;Maurilio;CHANGE;53810
53MAY;2139019;PHARMACY NUM9399;Mme;Gianina;Claude;LE GENEST ST ISLE;53940
53LAV;2138680;PHARMACY NUM9400;M;Berny;Mirel;AHUILLE;53940
53LAV;2013451;PHARMACY NUM9401;M;Maïwenna;Maximilianus;ST BERTHEVIN;53940
53LAV;2013028;PHARMACY NUM9402;Mme;Merouane;Miridjan;ST BERTHEVIN;53940
53LAV;2276843;PHARMACY NUM9403;Mme;Mariona;Malick;ST BERTHEVIN;53940
53LAV;2139270;PHARMACY NUM9404;Mme;Cosme;Cyrano;LOUVERNE;53950
53LAV;2139595;PHARMACY NUM9405;Mme;Maryama;Guirec;BONCHAMP LES LAVAL;53960
53LAV;2139050;PHARMACY NUM9406;Mme;Frantzes;Feriel;L HUISSERIE;53970
54SMA;2141101;PHARMACY NUM9407;M;Meg;Bonifacius;NANCY;54000
54SMA;2141054;PHARMACY NUM9408;M;Malorie;Christian;NANCY;54000
54SMA;2141274;PHARMACY NUM9409;M;Chems;Bredig;NANCY;54000
54SMA;2272126;PHARMACY NUM9410;M;Mandé;Bibian;NANCY;54000
54SMA;2253543;PHARMACY NUM9411;M;Ronny;Maxime;NANCY;54000
54SMA;2025774;PHARMACY NUM9412;M;Greten;Reunan;NANCY;54000
54NA2;2025795;PHARMACY NUM9413;M;Rafaël;Chaïm;NANCY;54000
54NA2;2025685;PHARMACY NUM9414;M;Teiki;Maïalen;NANCY;54000
54NA2;2025690;PHARMACY NUM9415;M;Cory;Bonifacius;NANCY;54000
54NA2;2025706;PHARMACY NUM9416;M;Marta;Brittanie;NANCY;54000
54NA2;2025727;PHARMACY NUM9417;Mme;Boubaker;Marcus;NANCY;54000
54NA2;2025732;PHARMACY NUM9418;M;Côme;Marceau;NANCY;54000
54NA2;2025748;PHARMACY NUM9419;Mme;Manoël;Cisariu;NANCY;54000
54NA2;2025753;PHARMACY NUM9420;Mme;Gurwan;Gypsie;NANCY;54000
54NA2;2142168;PHARMACY NUM9421;Mme;Ménouar;Gwen;NANCY;54000
54NA2;2141248;PHARMACY NUM9422;Mme;Manes;Casper;NANCY;54000
54NA2;2141253;PHARMACY NUM9423;Mme;Mikaela;Rumwald;NANCY;54000
54NA2;2141227;PHARMACY NUM9424;M;Tadeo;Blanko;NANCY;54000
54NA2;2141164;PHARMACY NUM9425;Mme;Matis;Tyrone;NANCY;54000
54NA2;2141117;PHARMACY NUM9426;Mme;Mana;Tyson;NANCY;54000
54NA2;2141028;PHARMACY NUM9427;M;Tommy;Merryl;NANCY;54000
54NA2;2141075;PHARMACY NUM9428;Mme;Gino;Giselle;NANCY;54000
54NA2;2141080;PHARMACY NUM9429;M;Charle;Talal;NANCY;54000
54NA2;2141096;PHARMACY NUM9430;M;Guénolé;Guerric;NANCY;54000
54NA2;2141295;PHARMACY NUM9431;Mme;Romeu;Brivael;NANCY;54000
54NA1;2287703;PHARMACY NUM9432;M;Adelin;Romeu;NANCY;54000
54NA1;2263504;PHARMACY NUM9433;M;Maalik;Adelinde;NANCY;54000
54NA1;2141143;PHARMACY NUM9434;M;Faïçal;Ghislaine;NANCY;54000
54NA1;2141159;PHARMACY NUM9435;Mme;Guénael;Gaël;NANCY;54000
54NA1;2141190;PHARMACY NUM9436;Mme;Frans;Macaire;NANCY;54000
54NA1;2141300;PHARMACY NUM9437;M;Maryvonne;Mathelin;NANCY;54000
54NA1;2141316;PHARMACY NUM9438;Mme;Timon;Ganaëlle;NANCY;54000
54NA1;2141321;PHARMACY NUM9439;M;Ghalia;Tayeb;NANCY;54000
54NA1;2141337;PHARMACY NUM9440;M;Mattiassu;Terence;NANCY;54000
54NA1;2141342;PHARMACY NUM9441;M;Brian;Marietta;NANCY;54000
54NA1;2141358;PHARMACY NUM9442;M;Adel;Bassem;NANCY;54000
54NA1;2141232;PHARMACY NUM9443;Mme;Mahé;Gentile;NANCY;54000
54NA1;2141269;PHARMACY NUM9444;M;Maïwena;Calix;NANCY;54000
54NA1;2000638;PHARMACY NUM9445;M;Michelle;Guylaine;NANCY;54000
54NA1;2282663;PHARMACY NUM9446;M;Garoa;Matilina;NANCY;54100
54NA1;2282731;PHARMACY NUM9447;M;Mickaël;Ceslaw;NANCY;54100
54NEU;2141646;PHARMACY NUM9448;M;Gavina;Gayane;ROSIERES AUX SALINES;54110
54DOM;2277978;PHARMACY NUM9449;M;Micheline;Mélanie;DOMBASLE SUR MEURTHE;54110
54DOM;2139988;PHARMACY NUM9450;Mme;Celo;Tu;DOMBASLE SUR MEURTHE;54110
54DOM;2025575;PHARMACY NUM9451;M;Genia;Reynald;DOMBASLE SUR MEURTHE;54110
54DOM;2262427;PHARMACY NUM9452;Mme;Réis;Raouf;VARANGEVILLE;54110
54DOM;2142037;PHARMACY NUM9453;Mme;Adèle;Rigobert;VARANGEVILLE;54110
54TOU;2139773;PHARMACY NUM9454;Mme;Thor;Renan;BLENOD LES TOUL;54113
54LUN;2139679;PHARMACY NUM9455;Mme;Gislaine;Tery;BACCARAT;54120
54LUN;2139684;PHARMACY NUM9456;Mme;Felip;Thomas;BACCARAT;54120
54LUN;2142236;PHARMACY NUM9457;M;Marsia;Mayssa;AZERAILLES;54122
54LUN;2140820;PHARMACY NUM9458;M;Rodolphe;Manu;MAGNIERES;54129
54SMA;2141667;PHARMACY NUM9459;M;Garen;Gille;ST MAX;54130
54SMA;2141672;PHARMACY NUM9460;Mme;Mikel;Mavelle;ST MAX;54130
54SMA;2141688;PHARMACY NUM9461;M;Malinda;Bettie;ST MAX;54130
54SMA;2014578;PHARMACY NUM9462;Mme;Tonin;Mathurin;ST MAX;54130
54LON;2140967;PHARMACY NUM9463;M;Gladie;Adhémar;MEXY;54135
54MAL;2139789;PHARMACY NUM9464;M;Octavio;Tibalt;BOUXIERES AUX DAMES;54136
54MAL;2259629;PHARMACY NUM9465;Mme;Méora;Méloir;BOUXIERES AUX DAMES;54136
54SMA;2140380;PHARMACY NUM9466;M;Blaise;Raihau;JARVILLE LA MALGRANGE;54140
54SMA;2140396;PHARMACY NUM9467;Mme;Tale;Brivela;JARVILLE LA MALGRANGE;54140
54SMA;2140401;PHARMACY NUM9468;M;Maudet;Gratien;JARVILLE LA MALGRANGE;54140
54SMA;2259220;PHARMACY NUM9469;Mme;Mila;Gauthière;JARVILLE LA MALGRANGE;54140
54SMA;2002925;PHARMACY NUM9470;Mme;Ghaïs;Gislain;JARVILLE LA MALGRANGE;54140
54BRI;2000172;PHARMACY NUM9471;M;Merwan;Mahaut;BRIEY;54150
54BRI;2139815;PHARMACY NUM9472;;Maëlisse;Mikaël;BRIEY;54150
54BRI;2278971;PHARMACY NUM9473;Mme;Mairé;Charif;BRIEY;54150
54NEU;2141578;PHARMACY NUM9474;Mme;Mamadou;Trevis;PULLIGNY;54160
54TOU;2025465;PHARMACY NUM9475;Mme;Idris;Mohamadou;COLOMBEY LES BELLES;54170
54NEU;2025397;PHARMACY NUM9476;Mme;Ghaïs;Ted;HOUDEMONT;54180
54DOM;2140218;PHARMACY NUM9477;Mme;Madin;Chakib;HEILLECOURT;54180
54DOM;2140223;PHARMACY NUM9478;M;Georgina;Tharia;HEILLECOURT;54180
54BRI;2025596;PHARMACY NUM9479;Mme;Giacomina;Adelardo;VILLERUPT;54190
54BRI;2142126;PHARMACY NUM9480;Mme;Georgi;Maties;VILLERUPT;54190
54BRI;2142131;PHARMACY NUM9481;M;Maëlie;Octavio;VILLERUPT;54190
54BRI;2142147;PHARMACY NUM9482;M;Thibaud;Radoine;VILLERUPT;54190
54BRI;2142152;PHARMACY NUM9483;M;Benyamin;Manoli;VILLERUPT;54190
